-0.015	432.000
0.025	4376.000
0.065	20250.000
0.105	27525.000
0.145	44514.000
0.185	50767.000
0.225	63385.000
0.265	72015.000
0.305	80546.000
0.345	88165.000
0.385	94704.000
0.425	101688.000
0.465	107564.000
0.505	114307.000
0.545	120595.000
0.585	124622.000
0.625	128309.000
0.665	134326.000
0.705	133269.000
0.745	130692.000
0.785	134569.000
