577.391;603
577.730;603
578.068;604
578.407;604
578.746;602
579.084;603
579.423;604
579.762;604
580.100;603
580.439;603
580.777;604
581.116;606
581.455;604
581.793;603
582.132;604
582.470;604
582.809;603
583.148;603
583.486;604
583.825;605
584.163;603
584.502;604
584.841;605
585.179;603
585.518;604
585.856;603
586.195;604
586.533;604
586.872;603
587.210;606
587.549;604
587.887;605
588.226;605
588.564;605
588.903;603
589.241;603
589.580;604
589.918;603
590.257;604
590.595;604
590.934;604
591.272;602
591.611;604
591.949;603
592.288;604
592.626;606
592.965;603
593.303;605
593.642;604
593.980;604
594.318;605
594.657;603
594.995;605
595.334;602
595.672;604
596.010;605
596.349;604
596.687;603
597.026;603
597.364;606
597.702;604
598.041;604
598.379;606
598.718;602
599.056;604
599.394;604
599.733;603
600.071;603
600.409;604
600.748;603
601.086;605
601.424;604
601.763;603
602.101;605
602.439;604
602.778;603
603.116;603
603.454;602
603.793;604
604.131;603
604.469;604
604.807;603
605.146;604
605.484;603
605.822;603
606.160;602
606.499;605
606.837;603
607.175;604
607.513;604
607.852;605
608.190;603
608.528;603
608.866;603
609.205;605
609.543;605
609.881;604
610.219;604
610.557;604
610.896;604
611.234;605
611.572;603
611.910;603
612.248;605
612.587;604
612.925;605
613.263;603
613.601;604
613.939;604
614.277;605
614.616;604
614.954;605
615.292;603
615.630;603
615.968;603
616.306;605
616.644;604
616.982;604
617.321;604
617.659;605
617.997;604
618.335;604
618.673;604
619.011;605
619.349;604
619.687;603
620.025;604
620.363;604
620.701;605
621.039;604
621.378;604
621.716;604
622.054;603
622.392;603
622.730;603
623.068;604
623.406;605
623.744;603
624.082;604
624.420;605
624.758;604
625.096;604
625.434;603
625.772;604
626.110;604
626.448;604
626.786;604
627.124;603
627.462;603
627.800;604
628.138;603
628.476;604
628.813;605
629.151;604
629.489;604
629.827;603
630.165;604
630.503;604
630.841;604
631.179;604
631.517;604
631.855;604
632.193;606
632.531;604
632.869;604
633.206;605
633.544;604
633.882;605
634.220;603
634.558;604
634.896;603
635.234;603
635.571;605
635.909;604
636.247;605
636.585;603
636.923;603
637.261;605
637.599;605
637.936;605
638.274;605
638.612;605
638.950;606
639.288;602
639.625;605
639.963;604
640.301;605
640.639;603
640.977;603
641.314;604
641.652;604
641.990;605
642.328;603
642.665;606
643.003;606
643.341;605
643.679;603
644.016;603
644.354;603
644.692;603
645.029;605
645.367;604
645.705;605
646.043;603
646.380;605
646.718;604
647.056;605
647.393;604
647.731;605
648.069;604
648.406;605
648.744;605
649.082;603
649.419;603
649.757;604
650.095;602
650.432;604
650.770;605
651.108;604
651.445;606
651.783;605
652.121;605
652.458;603
652.796;605
653.133;605
653.471;605
653.809;606
654.146;604
654.484;605
654.821;604
655.159;603
655.497;604
655.834;603
656.172;603
656.509;606
656.847;604
657.184;604
657.522;603
657.859;605
658.197;603
658.534;604
658.872;604
659.210;605
659.547;604
659.885;603
660.222;605
660.560;603
660.897;606
661.235;603
661.572;604
661.910;606
662.247;602
662.585;604
662.922;604
663.259;605
663.597;604
663.934;602
664.272;604
664.609;605
664.947;604
665.284;604
665.622;605
665.959;603
666.296;604
666.634;604
666.971;604
667.309;604
667.646;604
667.984;605
668.321;604
668.658;605
668.996;605
669.333;604
669.670;604
670.008;606
670.345;606
670.683;602
671.020;605
671.357;605
671.695;603
672.032;604
672.369;603
672.707;603
673.044;605
673.381;604
673.719;605
674.056;603
674.393;603
674.731;605
675.068;605
675.405;605
675.742;604
676.080;604
676.417;606
676.754;603
677.092;601
677.429;603
677.766;605
678.103;605
678.441;604
678.778;605
679.115;604
679.452;605
679.790;605
680.127;602
680.464;605
680.801;604
681.138;604
681.476;605
681.813;604
682.150;604
682.487;604
682.824;603
683.162;606
683.499;604
683.836;604
684.173;605
684.510;606
684.848;604
685.185;603
685.522;603
685.859;606
686.196;606
686.533;605
686.870;603
687.208;602
687.545;603
687.882;602
688.219;605
688.556;602
688.893;603
689.230;605
689.567;604
689.904;604
690.242;604
690.579;604
690.916;604
691.253;606
691.590;605
691.927;603
692.264;603
692.601;604
692.938;605
693.275;605
693.612;604
693.949;604
694.286;605
694.623;604
694.960;603
695.297;605
695.634;605
695.971;603
696.308;606
696.645;602
696.982;606
697.319;603
697.656;605
697.993;603
698.330;605
698.667;604
699.004;604
699.341;606
699.678;605
700.015;603
700.352;605
700.689;605
701.026;605
701.363;605
701.700;603
702.037;605
702.374;604
702.710;605
703.047;604
703.384;603
703.721;603
704.058;605
704.395;605
704.732;604
705.069;604
705.406;604
705.743;606
706.079;605
706.416;604
706.753;606
707.090;605
707.427;604
707.764;602
708.100;605
708.437;603
708.774;604
709.111;603
709.448;603
709.785;605
710.121;605
710.458;604
710.795;604
711.132;605
711.469;604
711.805;605
712.142;604
712.479;605
712.816;604
713.152;604
713.489;604
713.826;604
714.163;605
714.500;605
714.836;604
715.173;602
715.510;604
715.846;603
716.183;602
716.520;603
716.857;604
717.193;602
717.530;605
717.867;606
718.203;608
718.540;604
718.877;604
719.214;605
719.550;605
719.887;607
720.224;607
720.560;608
720.897;610
721.234;606
721.570;606
721.907;607
722.243;607
722.580;608
722.917;607
723.253;607
723.590;608
723.927;608
724.263;608
724.600;607
724.936;607
725.273;609
725.610;607
725.946;607
726.283;609
726.619;608
726.956;608
727.292;609
727.629;609
727.966;608
728.302;610
728.639;609
728.975;608
729.312;609
729.648;607
729.985;610
730.321;610
730.658;611
730.994;609
731.331;610
731.667;608
732.004;608
732.340;610
732.677;609
733.013;613
733.350;612
733.686;611
734.023;611
734.359;614
734.696;612
735.032;611
735.369;614
735.705;612
736.042;614
736.378;615
736.715;616
737.051;614
737.387;617
737.724;618
738.060;618
738.397;617
738.733;616
739.069;621
739.406;618
739.742;620
740.079;620
740.415;616
740.751;617
741.088;614
741.424;616
741.761;617
742.097;616
742.433;616
742.770;616
743.106;615
743.442;614
743.779;613
744.115;616
744.451;612
744.788;615
745.124;614
745.460;615
745.797;613
746.133;613
746.469;614
746.805;615
747.142;614
747.478;612
747.814;613
748.151;614
748.487;613
748.823;611
749.159;610
749.496;614
749.832;612
750.168;613
750.504;610
750.841;613
751.177;612
751.513;613
751.849;613
752.186;614
752.522;611
752.858;612
753.194;612
753.530;613
753.867;614
754.203;611
754.539;612
754.875;614
755.211;615
755.547;615
755.884;619
756.220;620
756.556;623
756.892;620
757.228;630
757.564;642
757.901;663
758.237;713
758.573;766
758.909;780
759.245;753
759.581;693
759.917;656
760.253;643
760.589;635
760.926;629
761.262;623
761.598;623
761.934;618
762.270;617
762.606;620
762.942;620
763.278;620
763.614;621
763.950;622
764.286;637
764.622;649
764.958;660
765.294;646
765.630;631
765.966;625
766.302;620
766.639;617
766.975;616
767.311;616
767.647;614
767.983;611
768.319;614
768.655;614
768.990;615
769.326;612
769.662;612
769.998;612
770.334;614
770.670;610
771.006;612
771.342;612
771.678;612
772.014;611
772.350;613
772.686;613
773.022;613
773.358;611
773.694;613
774.030;613
774.366;611
774.701;610
775.037;612
775.373;609
775.709;611
776.045;611
776.381;611
776.717;611
777.053;612
777.389;612
777.724;611
778.060;610
778.396;612
778.732;613
779.068;612
779.404;610
779.739;611
780.075;612
780.411;615
780.747;616
781.083;615
781.419;618
781.754;619
782.090;620
782.426;618
782.762;614
783.098;614
783.433;614
783.769;612
784.105;611
784.441;611
784.776;611
785.112;610
785.448;610
785.784;612
786.119;609
786.455;610
786.791;610
787.127;610
787.462;609
787.798;608
788.134;611
788.469;609
788.805;612
789.141;609
789.477;607
789.812;609
790.148;609
790.484;609
790.819;610
791.155;608
791.491;607
791.826;608
792.162;607
792.498;608
792.833;608
793.169;610
793.505;608
793.840;609
794.176;610
794.511;608
794.847;608
795.183;611
795.518;610
795.854;605
796.189;606
796.525;609
796.861;609
797.196;609
797.532;607
797.867;608
798.203;608
798.539;608
798.874;608
799.210;607
799.545;607
799.881;607
800.216;608
800.552;607
800.887;609
801.223;609
801.558;608
801.894;609
802.229;608
802.565;608
802.901;608
803.236;608
803.572;606
803.907;606
804.242;606
804.578;608
804.913;605
805.249;609
805.584;606
805.920;608
806.255;609
806.591;606
806.926;609
807.262;608
807.597;607
807.933;609
808.268;607
808.603;606
808.939;608
809.274;607
809.610;605
809.945;607
810.280;607
810.616;606
810.951;609
811.287;607
811.622;606
811.957;606
812.293;606
812.628;607
812.964;607
813.299;608
813.634;607
813.970;608
814.305;607
814.640;608
814.976;606
815.311;606
815.646;608
815.982;607
816.317;607
816.652;606
816.988;606
817.323;608
817.658;605
817.993;606
818.329;606
818.664;606
818.999;606
819.335;607
819.670;607
820.005;607
820.340;608
820.676;607
821.011;608
821.346;606
821.681;607
822.017;605
822.352;607
822.687;606
823.022;605
823.357;608
823.693;606
824.028;606
824.363;606
824.698;605
825.033;607
825.369;608
825.704;605
826.039;605
826.374;604
826.709;608
827.045;607
827.380;606
827.715;607
828.050;606
828.385;606
828.720;606
829.055;604
829.391;608
829.726;606
830.061;605
830.396;608
830.731;606
831.066;606
831.401;605
831.736;606
832.071;604
832.407;606
832.742;606
833.077;605
833.412;606
833.747;606
834.082;606
834.417;607
834.752;606
835.087;603
835.422;604
835.757;605
836.092;606
836.427;605
836.762;606
837.097;605
837.432;607
837.767;606
838.102;607
838.437;606
838.772;606
839.107;606
839.442;606
839.777;606
840.112;605
840.447;605
840.782;606
841.117;606
841.452;606
841.787;604
842.122;606
842.457;605
842.792;609
843.127;606
843.462;605
843.797;605
844.132;603
844.467;605
844.802;607
845.137;603
845.471;606
845.806;606
846.141;606
846.476;605
846.811;606
847.146;604
847.481;603
847.816;606
848.151;607
848.485;607
848.820;610
849.155;609
849.490;607
849.825;609
850.160;606
850.494;606
850.829;604
851.164;605
851.499;605
851.834;607
852.169;607
852.503;605
852.838;605
853.173;606
853.508;605
853.843;605
854.177;603
854.512;604
854.847;606
855.182;606
855.516;606
855.851;605
856.186;606
856.521;604
856.855;604
857.190;605
857.525;604
857.860;604
858.194;604
858.529;603
858.864;604
859.199;605
859.533;606
859.868;604
860.203;607
860.537;605
860.872;604
861.207;604
861.541;604
861.876;604
862.211;604
862.545;605
862.880;605
863.215;604
863.549;604
863.884;606
864.219;604
864.553;604
864.888;605
865.223;603
865.557;604
865.892;604
866.226;604
866.561;605
866.896;604
867.230;604
867.565;605
867.899;604
868.234;603
868.569;605
868.903;605
869.238;605
869.572;605
869.907;604
870.241;605
870.576;605
870.911;603
871.245;602
871.580;605
871.914;605
872.249;605
872.583;604
872.918;604
873.252;604
873.587;604
873.921;604
874.256;604
874.590;604
874.925;603
875.259;604
875.594;602
875.928;604
876.263;604
876.597;604
876.932;605
877.266;604
877.600;605
877.935;603
878.269;604
878.604;603
878.938;605
879.273;603
879.607;603
879.942;604
880.276;605
880.610;605
880.945;604
881.279;602
881.614;603
881.948;603
882.282;605
882.617;605
882.951;602
883.285;604
883.620;603
883.954;603
884.289;603
884.623;604
884.957;604
885.292;604
885.626;603
885.960;604
886.295;605
886.629;605
886.963;604
887.298;605
887.632;604
887.966;605
888.301;603
888.635;602
888.969;602
889.303;604
889.638;605
889.972;604
890.306;602
890.640;603
890.975;604
891.309;603
891.643;605
891.978;604
892.312;604
892.646;604
892.980;603
893.314;604
893.649;605
893.983;602
894.317;603
894.651;603
894.986;605
895.320;604
895.654;603
895.988;604
896.322;604
896.657;603
896.991;603
897.325;604
897.659;604
897.993;603
898.327;605
898.662;603
898.996;604
899.330;603
899.664;604
899.998;603
900.332;605
900.666;605
901.000;603
901.335;603
901.669;603
902.003;602
902.337;605
902.671;605
903.005;603
903.339;603
903.673;604
904.007;603
904.341;605
904.676;607
905.010;603
905.344;605
905.678;602
906.012;603
906.346;603
906.680;603
907.014;603
907.348;606
907.682;604
908.016;603
908.350;605
908.684;603
909.018;604
909.352;603
909.686;603
910.020;606
910.354;604
910.688;603
911.022;603
911.356;602
911.690;603
912.024;604
912.358;605
912.692;604
913.026;605
913.360;604
913.694;605
914.028;604
914.362;603
914.695;604
915.029;605
915.363;605
915.697;602
916.031;603
916.365;604
916.699;603
917.033;603
917.367;604
917.701;602
918.034;602
918.368;605
918.702;604
919.036;605
919.370;604
919.704;603
920.038;605
920.371;605
920.705;604
921.039;603
921.373;603
