-0.175	105.500
0.335	88.000
0.846	9026.500
1.356	26116.500
1.867	41918.000
2.377	53026.000
2.887	65685.500
3.398	74352.500
3.908	82527.000
4.419	89544.500
4.929	97892.000
5.440	100167.000
5.950	104478.500
6.460	109843.000
6.971	115420.500
7.481	120919.000
7.992	124612.500
8.502	129653.000
9.012	135635.000
9.523	140422.000
10.033	141126.000
